Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-06-20 04:33:19",34.027401,73.947253,803,17,317,469,"Azad Jammu and Kashmir, Pakistan",19.84987266912314,2.1170610211706102
Balochistan,Pakistan,"2020-06-20 04:33:19",28.328492,65.898403,9162,100,3289,5773,"Balochistan, Pakistan",74.21984108107898,1.0914647456887143
Gilgit-Baltistan,Pakistan,"2020-06-20 04:33:19",35.792146,74.982138,1253,21,816,416,"Gilgit-Baltistan, Pakistan",123.62073592321899,1.675977653631285
Islamabad,Pakistan,"2020-06-20 04:33:19",33.665087,73.121219,10279,95,2770,7414,"Islamabad, Pakistan",512.266691651234,0.9242144177449169
"Khyber Pakhtunkhwa",Pakistan,"2020-06-20 04:33:19",34.485332,72.09169,20790,789,5623,14378,"Khyber Pakhtunkhwa, Pakistan",68.11174296574255,3.7950937950937953
Punjab,Pakistan,"2020-06-20 04:33:19",30.811346,72.13913199999998,64216,1347,17964,44905,"Punjab, Pakistan",58.37157946189396,2.0976080727544537
Sindh,Pakistan,"2020-06-20 04:33:19",26.009446,68.77680699999999,65163,1013,32725,31425,"Sindh, Pakistan",136.07929373837905,1.5545631723524085
"Azad Jammu and Kashmir",Pakistan,"2020-06-21 04:33:19",34.027401,73.947253,813,19,336,458,"Azad Jammu and Kashmir, Pakistan",20.097069090905496,2.337023370233702
Balochistan,Pakistan,"2020-06-21 04:33:19",28.328492,65.898403,9328,100,3472,5756,"Balochistan, Pakistan",75.56457952459121,1.072041166380789
Gilgit-Baltistan,Pakistan,"2020-06-21 04:33:19",35.792146,74.982138,1278,21,837,420,"Gilgit-Baltistan, Pakistan",126.08723105337101,1.6431924882629108
Islamabad,Pakistan,"2020-06-21 04:33:19",33.665087,73.121219,10662,98,4380,6184,"Islamabad, Pakistan",531.353970851781,0.9191521290564622
"Khyber Pakhtunkhwa",Pakistan,"2020-06-21 04:33:19",34.485332,72.09169,21444,808,6063,14573,"Khyber Pakhtunkhwa, Pakistan",70.25436345153358,3.7679537399738856
Punjab,Pakistan,"2020-06-21 04:33:19",30.811346,72.13913199999998,65739,1407,18692,45640,"Punjab, Pakistan",59.755968329473134,2.140282024369096
Sindh,Pakistan,"2020-06-21 04:33:19",26.009446,68.77680699999999,67353,1048,34112,32193,"Sindh, Pakistan",140.65265060173786,1.5559811738155687
"Azad Jammu and Kashmir",Pakistan,"2020-06-22 04:33:20",34.027401,73.947253,845,20,348,477,"Azad Jammu and Kashmir, Pakistan",20.888097640609033,2.366863905325444
Balochistan,Pakistan,"2020-06-22 04:33:20",28.328492,65.898403,9475,102,3650,5723,"Balochistan, Pakistan",76.75540212215928,1.0765171503957784
Gilgit-Baltistan,Pakistan,"2020-06-22 04:33:20",35.792146,74.982138,1288,22,865,401,"Gilgit-Baltistan, Pakistan",127.07382910543181,1.7080745341614907
Islamabad,Pakistan,"2020-06-22 04:33:20",33.665087,73.121219,10912,101,4681,6130,"Islamabad, Pakistan",543.8130303821642,0.9255865102639296
"Khyber Pakhtunkhwa",Pakistan,"2020-06-22 04:33:20",34.485332,72.09169,21997,821,6536,14640,"Khyber Pakhtunkhwa, Pakistan",72.06608994792876,3.7323271355184797
